,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Class
570,0.844219437,0.949290398,0.392729687,1.170885551,2.840235704,0.251390157,0.169142667,2.083160428,0.428417296,1.614905801,1.079176695,0.288405677,0.227487758,0.220018259,0.335048552,0.520209146,0.721138684,1.731264005,0.339198274,0.688438875,0.681633331,0.26134949,0.184911611,1.32940493,2.090463939,1.084571334,0.22582787,0.236368163,0.46626276,0.152211802,0.495808781,1.802224251,0.474977177,0.43522284,0.357374056,0.716905967,0.390073865,0.348078679,0.409992531,0.251390157,0.291227488,0.401361109,0.228815669,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
571,0.861587622,0.965523041,0.398587286,1.181550622,2.879162462,0.251513623,0.167591658,2.154809956,0.418937101,1.631769257,1.135132862,0.288092836,0.236629667,0.249243189,0.339556004,0.53464514,0.739320552,1.678943828,0.345190044,0.698284561,0.680541541,0.259165826,0.188446014,1.355196771,2.141019173,1.097880928,0.227968382,0.243777329,0.472586613,0.155062227,0.503363606,1.825933401,0.481331988,0.425916583,0.350824083,0.744954591,0.393878237,0.355785402,0.408341742,0.264968046,0.298015473,0.419189371,0.242852338,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
572,0.84408191,0.967456878,0.40147846,1.194239103,2.984790551,0.25482199,0.173591639,2.153453989,0.411079956,1.626476336,1.150819951,0.306653072,0.243521115,0.251678137,0.337581783,0.533520265,0.747981987,1.737105956,0.347523154,0.707791656,0.705922338,0.261789447,0.188886057,1.380491121,2.157192625,1.140368765,0.229841108,0.247684595,0.480669556,0.156512873,0.505905345,1.834225508,0.492735152,0.446512023,0.353640921,0.717223214,0.398674484,0.363072479,0.413798963,0.269266718,0.305718413,0.431387544,0.251763106,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
573,0.706132023,0.821735731,0.342455043,1.065341226,2.290963923,0.265944376,0.161956886,2.205070926,0.382106556,1.510890204,0.892438289,0.280017871,0.231095722,0.248184966,0.309616888,0.454261142,0.667150676,1.454261142,0.36367698,0.619903943,0.683681448,0.259577795,0.174913437,0.992293086,1.718306713,1.115268625,0.218921032,0.225622696,0.446330839,0.150340668,0.462973305,1.587847649,0.444655423,0.410365241,0.350943818,0.696973082,0.408243047,0.317435496,0.392270747,0.253993075,0.287836479,0.383223501,0.279906177,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
574,0.695193172,0.842542677,0.348495058,1.085579515,2.472371968,0.268530997,0.16262354,2.237084456,0.38106469,1.493373765,0.904200359,0.279761905,0.228436658,0.244384546,0.30828841,0.460354897,0.660938904,1.652515723,0.360849057,0.62140611,0.63106469,0.252807727,0.176100629,0.983153639,1.724056604,1.137803235,0.212938005,0.227088949,0.439802336,0.149820305,0.459344115,1.623203055,0.453391734,0.418126685,0.349730458,0.678009883,0.409928122,0.337601078,0.395327942,0.25482929,0.288185085,0.391397125,0.284815813,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
575,0.681978421,0.751094968,0.328704198,1.038671082,2.360217925,0.257237475,0.161734857,2.123063775,0.368764021,1.419079158,0.889648542,0.267813268,0.219314176,0.234483495,0.302852259,0.439589787,0.636684115,1.535092405,0.34408717,0.594808247,0.6129687,0.254673646,0.163657729,0.925114838,1.728768294,1.039205213,0.204999466,0.218780045,0.430295909,0.14453584,0.440978528,1.526012178,0.432539259,0.401452836,0.33511377,0.654096785,0.395897874,0.306698002,0.369939109,0.243777374,0.278389061,0.379019336,0.26439483,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
576,0.712757422,0.812249265,0.337389676,1.042123562,2.265712757,0.271864135,0.16394758,2.16515111,0.364535972,1.503610591,0.899839529,0.284701792,0.223455469,0.251537844,0.314656325,0.42591602,0.655522867,1.662209147,0.366541856,0.592939289,0.602701257,0.265579032,0.197111527,0.848488901,1.572612998,1.088125167,0.218507622,0.226397432,0.430328965,0.152313453,0.455335651,1.573147901,0.464027815,0.409334047,0.352233217,0.690157796,0.413345814,0.299277882,0.393821878,0.251136668,0.279085317,0.369483819,0.330034769,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
577,0.721904762,0.776326531,0.342312925,1.062993197,2.308707483,0.272653061,0.169251701,2.139319728,0.360544218,1.537142857,0.927346939,0.282312925,0.228163265,0.248843537,0.305986395,0.438095238,0.668843537,1.620272109,0.372789116,0.606394558,0.605714286,0.273877551,0.178095238,0.862993197,1.61292517,1.094557823,0.22,0.232789116,0.438911565,0.15047619,0.467891156,1.586394558,0.45755102,0.419319728,0.345442177,0.68585034,0.420408163,0.314693878,0.394557823,0.254421769,0.292108844,0.38462585,0.332244898,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
578,0.68384363,0.824630946,0.338709677,1.087616184,2.353061782,0.281164571,0.191498086,2.171405139,0.367277201,1.416894478,0.896118097,0.286495353,0.23086386,0.254373975,0.328731547,0.446418808,0.661973756,1.601968289,0.376571897,0.609212685,0.627665391,0.280754511,0.190814653,0.880945872,1.629305631,1.132312739,0.223619464,0.233187534,0.446008748,0.153772553,0.465965008,1.602378349,0.466375068,0.427009295,0.341170038,0.685210498,0.437944232,0.309868781,0.399398578,0.27870421,0.296336796,0.399535265,0.375888464,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
579,0.610466095,0.714453979,0.333333333,1.047955578,2.055527511,0.300521622,0.179707219,1.97762073,0.355039542,1.442873969,0.807336362,0.291098772,0.232205957,0.260811038,0.30758876,0.418980313,0.622076392,1.62005721,0.399293286,0.569072859,0.59246172,0.281002861,0.18525997,0.767962309,1.429749285,1.090021874,0.252734309,0.231196365,0.434292445,0.141511021,0.438499075,1.425206125,0.430085815,0.408211341,0.336698637,0.685175837,0.43412418,0.289079589,0.400639408,0.257277469,0.289584385,0.373212182,0.367322901,0.1782350315,0.931282602,0.16021217999999998,1.66456005,0.2938195015,0.40099939399999995,1.1282548285,0.150417289,0.1620994645,0.18074483349999998,0.121626453,0.15637141599999999,0.1826720455,0.1886295355,0.12045918150000001,0.21690203,0.123549039,0.526681476,0.2906460025,1.5226932495,2.2421973245,0.1575492435,1.2365857615,0.849858262,0.223999726,0.152313255,0.129468275,0.121626453,0.126522962,0.4484586115,0.15824028499999998,0.1749351515,0.19399351250000002,1.317440838,t-CS-m
